Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Rating
NC9793,15.007,Non-Edible,0.049135,Fruits and Vegetables,35.55,OUT019,1985,Small,Tier 1,Grocery Store,34.02,3.3
NC1235,20.304,Non-Edible,0.020954,Frozen Foods,210.91,OUT013,1987,High,Tier 3,Supermarket Type1,1395.45,4.5
FD9413,,reg,0.129772,Starchy Foods,220.61,OUT027,1985,Medium,Tier 3,Supermarket Type3,3783.19,4.5
NC4770,6.059,Non-Edible,0.178754,Dairy,254.29,OUT018,2009,Medium,Tier 3,Supermarket Type2,224.11,3.4
NC2395,8.434,Non-Edible,0.092641,Soft Drinks,50.5,OUT019,1985,Small,Tier 1,Grocery Store,115.08,4.9
FD2769,17.425,low fat,0.0,Snack Foods,45.02,OUT017,2007,,Tier 2,Supermarket Type1,696.63,3.6
FD1316,,low fat,0.0,Breakfast,255.15,OUT018,2009,Medium,Tier 3,Supermarket Type2,2157.8,2.4
FD1318,19.58,Regular,0.118056,Seafood,166.72,OUT010,1998,Small,Tier 3,Grocery Store,169.25,2.8
DR7035,17.519,reg,0.081226,Breads,52.3,OUT010,1998,Small,Tier 3,Grocery Store,55.3,4.1
NC1025,17.922,Non-Edible,0.021344,Canned,169.29,OUT049,1999,Medium,Tier 1,Supermarket Type1,1927.09,4.4
DR9224,14.835,Regular,0.049478,Seafood,213.57,OUT018,2009,Medium,Tier 3,Supermarket Type2,650.77,3.4
DR7754,8.27,reg,0.104853,Canned,62.12,OUT049,1999,Medium,Tier 1,Supermarket Type1,303.08,4.3
DR4118,12.315,Low Fat,0.0,Breakfast,186.79,OUT010,1998,Small,Tier 3,Grocery Store,407.13,4.4
FD4710,8.855,LF,0.164229,Health and Hygiene,134.41,OUT018,2009,Medium,Tier 3,Supermarket Type2,143.25,3.9
FD1385,13.113,LF,0.09384,Soft Drinks,78.37,OUT017,2007,,Tier 2,Supermarket Type1,1196.76,3.7
FD8234,9.95,LF,0.155872,Dairy,202.95,OUT046,1997,Small,Tier 1,Supermarket Type1,390.63,3.1
FD7269,12.781,low fat,0.037715,Seafood,204.63,OUT019,1985,Small,Tier 1,Grocery Store,260.45,4.3
FD3314,,reg,0.167948,Dairy,63.48,OUT017,2007,,Tier 2,Supermarket Type1,79.68,3.9
DR9320,14.988,Regular,0.147521,Meat,260.99,OUT027,1985,Medium,Tier 3,Supermarket Type3,5784.05,3.6
DR6186,16.085,low fat,0.183852,Starchy Foods,173.17,OUT045,2002,,Tier 2,Supermarket Type1,2269.63,2.1
NC8281,16.234,Non-Edible,0.0,Fruits and Vegetables,182.37,OUT013,1987,High,Tier 3,Supermarket Type1,1981.38,3.9
DR7621,,LF,0.115047,Fruits and Vegetables,86.98,OUT019,1985,Small,Tier 1,Grocery Store,47.22,4.3
NC6029,17.108,Non-Edible,0.152756,Meat,132.46,OUT027,1985,Medium,Tier 3,Supermarket Type3,1872.73,4.9
DR3853,12.237,low fat,0.174457,Breakfast,195.51,OUT010,1998,Small,Tier 3,Grocery Store,637.2,4.8
DR1397,11.555,low fat,0.116741,Baking Goods,33.11,OUT013,1987,High,Tier 3,Supermarket Type1,350.34,4.5
NC9484,12.626,Non-Edible,0.007519,Household,116.46,OUT049,1999,Medium,Tier 1,Supermarket Type1,236.88,4.6
DR6997,13.753,low fat,0.020101,Baking Goods,242.14,OUT035,2004,Small,Tier 2,Supermarket Type1,2151.27,2.4
NC9048,16.68,Non-Edible,0.027228,Hard Drinks,228.35,OUT049,1999,Medium,Tier 1,Supermarket Type1,925.79,4.9
NC6569,8.648,Non-Edible,0.0,Hard Drinks,159.97,OUT010,1998,Small,Tier 3,Grocery Store,177.46,5.0
DR2728,,low fat,0.175339,Fruits and Vegetables,156.6,OUT046,1997,Small,Tier 1,Supermarket Type1,1975.63,3.0
DR7271,19.271,reg,0.160141,Household,232.23,OUT010,1998,Small,Tier 3,Grocery Store,531.6,4.1
NC5239,8.32,Non-Edible,0.179487,Breakfast,175.97,OUT045,2002,,Tier 2,Supermarket Type1,1206.73,4.6
NC5959,13.429,Non-Edible,0.014077,Starchy Foods,259.24,OUT035,2004,Small,Tier 2,Supermarket Type1,2155.01,3.8
FD1059,13.445,Low Fat,0.081336,Breakfast,157.67,OUT049,1999,Medium,Tier 1,Supermarket Type1,940.18,4.2
FD6633,7.774,low fat,0.14355,Snack Foods,224.17,OUT035,2004,Small,Tier 2,Supermarket Type1,2674.91,4.8
NC2048,19.344,Non-Edible,0.019443,Breakfast,76.92,OUT010,1998,Small,Tier 3,Grocery Store,215.62,3.2
NC9540,16.711,Non-Edible,0.087039,Canned,127.3,OUT049,1999,Medium,Tier 1,Supermarket Type1,2193.05,3.9
FD9150,9.223,LF,0.145611,Household,204.61,OUT049,1999,Medium,Tier 1,Supermarket Type1,2682.14,4.7
NC3014,11.236,Non-Edible,0.119765,Frozen Foods,133.06,OUT035,2004,Small,Tier 2,Supermarket Type1,1217.54,2.4
NC7883,14.834,Non-Edible,0.172964,Soft Drinks,133.03,OUT045,2002,,Tier 2,Supermarket Type1,738.97,4.3
NC5053,16.815,Non-Edible,0.031981,Household,139.41,OUT019,1985,Small,Tier 1,Grocery Store,343.14,4.6
DR6961,18.182,reg,0.012805,Seafood,171.14,OUT017,2007,,Tier 2,Supermarket Type1,2152.15,5.0
FD3326,5.878,low fat,0.033861,Fruits and Vegetables,109.6,OUT046,1997,Small,Tier 1,Supermarket Type1,691.05,3.2
NC8181,16.914,Non-Edible,0.115114,Seafood,137.96,OUT027,1985,Medium,Tier 3,Supermarket Type3,3223.49,5.0
DR2879,11.424,low fat,0.080901,Meat,252.5,OUT019,1985,Small,Tier 1,Grocery Store,161.94,4.7
FD1668,,Regular,0.073867,Breakfast,146.15,OUT046,1997,Small,Tier 1,Supermarket Type1,327.14,4.8
FD5792,,reg,0.184355,Snack Foods,117.2,OUT013,1987,High,Tier 3,Supermarket Type1,544.49,2.0
DR1827,18.526,LF,0.045963,Household,52.97,OUT018,2009,Medium,Tier 3,Supermarket Type2,510.34,3.4
NC3145,7.817,Non-Edible,0.100575,Meat,227.58,OUT027,1985,Medium,Tier 3,Supermarket Type3,434.3,4.9
NC6926,17.642,Non-Edible,0.00504,Health and Hygiene,97.33,OUT045,2002,,Tier 2,Supermarket Type1,1009.86,3.3
FD1114,13.672,LF,0.027448,Canned,173.56,OUT045,2002,,Tier 2,Supermarket Type1,349.17,3.4
FD4065,20.294,Low Fat,0.059138,Canned,198.1,OUT019,1985,Small,Tier 1,Grocery Store,369.73,4.4
NC1312,6.566,Non-Edible,0.058912,Meat,142.19,OUT017,2007,,Tier 2,Supermarket Type1,795.89,4.5
NC2694,6.667,Non-Edible,0.055507,Fruits and Vegetables,94.93,OUT019,1985,Small,Tier 1,Grocery Store,197.97,3.4
DR3119,4.964,Low Fat,0.0,Starchy Foods,34.96,OUT019,1985,Small,Tier 1,Grocery Store,91.37,4.1
NC9746,14.527,Non-Edible,0.1498,Baking Goods,261.12,OUT010,1998,Small,Tier 3,Grocery Store,238.99,4.8
NC3472,20.581,Non-Edible,0.089459,Soft Drinks,139.15,OUT046,1997,Small,Tier 1,Supermarket Type1,1516.45,1.9
FD1531,14.859,Regular,0.027867,Soft Drinks,122.68,OUT010,1998,Small,Tier 3,Grocery Store,116.75,4.9
DR3870,20.542,Regular,0.118706,Seafood,157.43,OUT027,1985,Medium,Tier 3,Supermarket Type3,1177.95,4.2
NC9812,8.832,Non-Edible,0.104743,Snack Foods,140.04,OUT017,2007,,Tier 2,Supermarket Type1,2105.69,4.3
DR8312,18.204,Regular,0.153419,Health and Hygiene,73.25,OUT013,1987,High,Tier 3,Supermarket Type1,1057.7,5.0
FD4649,10.663,Regular,0.034395,Breads,111.61,OUT017,2007,,Tier 2,Supermarket Type1,777.38,4.9
NC6167,13.035,Non-Edible,0.114852,Health and Hygiene,189.22,OUT045,2002,,Tier 2,Supermarket Type1,1756.59,3.0
DR4321,17.715,Low Fat,0.126312,Soft Drinks,200.62,OUT027,1985,Medium,Tier 3,Supermarket Type3,4454.99,1.7
NC1357,20.924,Non-Edible,0.182282,Breakfast,115.22,OUT017,2007,,Tier 2,Supermarket Type1,751.51,4.4
DR2899,6.871,Regular,0.113614,Starchy Foods,186.17,OUT046,1997,Small,Tier 1,Supermarket Type1,491.7,3.1
FD2956,20.343,reg,0.036076,Frozen Foods,68.66,OUT046,1997,Small,Tier 1,Supermarket Type1,598.08,4.3
DR2321,,low fat,0.132027,Starchy Foods,148.5,OUT017,2007,,Tier 2,Supermarket Type1,1363.36,4.1
DR1615,8.467,Low Fat,0.027992,Starchy Foods,260.48,OUT019,1985,Small,Tier 1,Grocery Store,701.22,4.7
DR8873,6.275,low fat,0.162498,Meat,76.94,OUT010,1998,Small,Tier 3,Grocery Store,105.21,3.4
FD8036,9.819,Low Fat,0.176016,Starchy Foods,82.88,OUT013,1987,High,Tier 3,Supermarket Type1,251.33,3.1
FD3393,18.186,low fat,0.181666,Health and Hygiene,78.86,OUT049,1999,Medium,Tier 1,Supermarket Type1,496.49,3.1
FD9536,15.998,Low Fat,0.099638,Baking Goods,75.02,OUT019,1985,Small,Tier 1,Grocery Store,40.25,2.8
FD5053,11.628,Regular,0.164514,Breakfast,40.15,OUT013,1987,High,Tier 3,Supermarket Type1,184.57,4.3
NC2054,15.613,Non-Edible,0.011071,Starchy Foods,34.47,OUT019,1985,Small,Tier 1,Grocery Store,53.04,2.5
NC6827,7.577,Non-Edible,0.0,Meat,69.61,OUT045,2002,,Tier 2,Supermarket Type1,407.28,3.6
FD9291,13.685,Regular,0.148062,Snack Foods,176.59,OUT049,1999,Medium,Tier 1,Supermarket Type1,340.08,4.1
NC1076,7.174,Non-Edible,0.008193,Household,174.01,OUT019,1985,Small,Tier 1,Grocery Store,222.73,4.3
DR1447,9.088,low fat,0.178918,Breads,79.25,OUT017,2007,,Tier 2,Supermarket Type1,955.92,3.6
DR2928,18.204,Low Fat,0.157113,Breads,171.0,OUT010,1998,Small,Tier 3,Grocery Store,489.35,4.4
FD7497,14.762,LF,0.1127,Household,124.84,OUT010,1998,Small,Tier 3,Grocery Store,63.83,4.9
FD6162,16.544,Regular,0.160333,Health and Hygiene,186.09,OUT019,1985,Small,Tier 1,Grocery Store,610.11,4.3
NC7221,11.581,Non-Edible,0.111368,Soft Drinks,212.06,OUT017,2007,,Tier 2,Supermarket Type1,2331.49,4.6
FD4383,14.208,Regular,0.0,Health and Hygiene,178.08,OUT013,1987,High,Tier 3,Supermarket Type1,1709.96,4.8
NC2080,4.984,Non-Edible,0.109445,Frozen Foods,225.68,OUT018,2009,Medium,Tier 3,Supermarket Type2,3631.63,4.1
NC2750,6.888,Non-Edible,0.107831,Starchy Foods,144.01,OUT046,1997,Small,Tier 1,Supermarket Type1,1534.58,3.9
FD7194,8.583,reg,0.088446,Fruits and Vegetables,242.5,OUT049,1999,Medium,Tier 1,Supermarket Type1,1564.18,4.8
DR4728,6.011,LF,0.063337,Seafood,99.45,OUT046,1997,Small,Tier 1,Supermarket Type1,666.79,4.2
DR9769,11.264,LF,0.168414,Seafood,110.43,OUT010,1998,Small,Tier 3,Grocery Store,335.51,3.4
DR8953,19.601,Regular,0.0,Household,145.09,OUT018,2009,Medium,Tier 3,Supermarket Type2,709.92,4.5
NC2296,17.79,Non-Edible,0.178101,Starchy Foods,141.92,OUT045,2002,,Tier 2,Supermarket Type1,1151.08,3.0
NC6588,15.185,Non-Edible,0.0,Seafood,224.62,OUT035,2004,Small,Tier 2,Supermarket Type1,1114.3,2.4
FD8974,6.516,Regular,0.039404,Soft Drinks,103.11,OUT049,1999,Medium,Tier 1,Supermarket Type1,1694.16,1.5
FD2053,,reg,0.106202,Hard Drinks,151.94,OUT017,2007,,Tier 2,Supermarket Type1,1657.72,4.7
FD8994,6.173,low fat,0.017324,Breads,93.96,OUT013,1987,High,Tier 3,Supermarket Type1,117.36,4.3
FD4236,6.097,reg,0.121616,Frozen Foods,141.12,OUT010,1998,Small,Tier 3,Grocery Store,278.55,2.6
DR7038,8.679,reg,0.058049,Household,51.03,OUT049,1999,Medium,Tier 1,Supermarket Type1,738.54,4.9
DR7067,6.577,low fat,0.13807,Breads,259.11,OUT035,2004,Small,Tier 2,Supermarket Type1,1594.55,4.3
FD1586,10.336,LF,0.167311,Breads,161.36,OUT017,2007,,Tier 2,Supermarket Type1,907.05,4.0
NC6613,20.595,Non-Edible,0.057939,Health and Hygiene,222.02,OUT013,1987,High,Tier 3,Supermarket Type1,2286.33,3.7
NC5756,10.298,Non-Edible,0.073305,Baking Goods,223.52,OUT049,1999,Medium,Tier 1,Supermarket Type1,2383.1,4.7
NC6125,15.714,Non-Edible,0.011661,Seafood,133.43,OUT019,1985,Small,Tier 1,Grocery Store,203.7,4.1
DR9778,19.816,Regular,0.072665,Dairy,158.61,OUT049,1999,Medium,Tier 1,Supermarket Type1,2405.79,3.0
NC9923,20.832,Non-Edible,0.053779,Breakfast,162.24,OUT018,2009,Medium,Tier 3,Supermarket Type2,789.48,4.6
NC6975,6.054,Non-Edible,0.016048,Household,154.22,OUT046,1997,Small,Tier 1,Supermarket Type1,2599.25,3.0
DR7035,17.519,reg,0.107043,Breads,52.3,OUT017,2007,,Tier 2,Supermarket Type1,212.26,4.9
NC8388,15.531,Non-Edible,0.017339,Snack Foods,217.53,OUT013,1987,High,Tier 3,Supermarket Type1,221.32,3.9
NC8017,11.999,Non-Edible,0.103347,Baking Goods,184.2,OUT013,1987,High,Tier 3,Supermarket Type1,2177.61,4.1
DR1140,,Regular,0.0,Breakfast,221.18,OUT010,1998,Small,Tier 3,Grocery Store,48.14,4.6
FD9845,9.238,reg,0.184616,Meat,178.76,OUT013,1987,High,Tier 3,Supermarket Type1,202.48,1.1
NC1089,10.808,Non-Edible,0.065927,Breakfast,47.17,OUT018,2009,Medium,Tier 3,Supermarket Type2,693.08,4.1
NC8732,11.538,Non-Edible,0.172303,Hard Drinks,52.23,OUT017,2007,,Tier 2,Supermarket Type1,720.44,3.7
NC8658,20.373,Non-Edible,0.009319,Baking Goods,144.68,OUT046,1997,Small,Tier 1,Supermarket Type1,1442.61,4.1
FD3960,6.034,Low Fat,0.039515,Canned,226.26,OUT027,1985,Medium,Tier 3,Supermarket Type3,3157.53,4.3
FD2354,6.53,Low Fat,0.065271,Meat,56.64,OUT049,1999,Medium,Tier 1,Supermarket Type1,660.81,4.4
NC3976,10.142,Non-Edible,0.101596,Snack Foods,55.27,OUT049,1999,Medium,Tier 1,Supermarket Type1,128.34,3.5
FD7012,5.46,reg,0.150361,Breakfast,235.18,OUT035,2004,Small,Tier 2,Supermarket Type1,2403.47,3.9
NC7168,5.212,Non-Edible,0.039601,Starchy Foods,59.75,OUT019,1985,Small,Tier 1,Grocery Store,21.16,4.6
FD9857,10.609,Low Fat,0.130839,Breads,144.87,OUT046,1997,Small,Tier 1,Supermarket Type1,1006.65,2.7
FD7942,18.431,LF,0.012703,Household,160.13,OUT018,2009,Medium,Tier 3,Supermarket Type2,425.55,4.4
NC8469,6.176,Non-Edible,0.157941,Dairy,224.0,OUT019,1985,Small,Tier 1,Grocery Store,351.38,4.6
DR2329,16.703,Low Fat,0.042832,Hard Drinks,95.78,OUT046,1997,Small,Tier 1,Supermarket Type1,980.08,4.7
NC4660,14.395,Non-Edible,0.071912,Breads,91.51,OUT010,1998,Small,Tier 3,Grocery Store,40.45,4.6
NC3115,5.564,Non-Edible,0.047569,Household,129.25,OUT045,2002,,Tier 2,Supermarket Type1,1682.77,4.3
FD8540,18.694,reg,0.011813,Frozen Foods,222.42,OUT046,1997,Small,Tier 1,Supermarket Type1,2122.29,4.7
FD3960,6.034,Low Fat,0.0,Canned,226.26,OUT027,1985,Medium,Tier 3,Supermarket Type3,2017.07,1.7
DR3737,5.013,LF,0.058522,Meat,197.47,OUT018,2009,Medium,Tier 3,Supermarket Type2,2833.3,4.4
NC4789,19.57,Non-Edible,0.181589,Breads,207.38,OUT035,2004,Small,Tier 2,Supermarket Type1,2203.3,5.0
FD4133,11.404,LF,0.138841,Frozen Foods,124.62,OUT027,1985,Medium,Tier 3,Supermarket Type3,200.79,4.2
FD3393,18.186,low fat,0.007338,Health and Hygiene,78.86,OUT019,1985,Small,Tier 1,Grocery Store,207.7,4.0
FD2769,17.425,low fat,0.113834,Snack Foods,45.02,OUT019,1985,Small,Tier 1,Grocery Store,58.17,4.0
FD5984,7.72,Low Fat,0.082909,Dairy,211.17,OUT045,2002,,Tier 2,Supermarket Type1,2064.41,3.6
DR3387,,reg,0.035064,Meat,78.25,OUT049,1999,Medium,Tier 1,Supermarket Type1,658.81,4.1
FD5422,19.341,reg,0.048324,Dairy,89.25,OUT049,1999,Medium,Tier 1,Supermarket Type1,735.02,3.7
FD6172,6.677,LF,0.073434,Fruits and Vegetables,78.22,OUT045,2002,,Tier 2,Supermarket Type1,277.23,3.3
DR7770,15.375,LF,0.087975,Breads,201.38,OUT019,1985,Small,Tier 1,Grocery Store,364.49,4.9
DR9187,6.816,low fat,0.005141,Breads,169.29,OUT046,1997,Small,Tier 1,Supermarket Type1,528.23,4.7
DR9993,,low fat,0.069361,Starchy Foods,149.29,OUT018,2009,Medium,Tier 3,Supermarket Type2,862.91,3.5
FD3618,8.463,reg,0.023622,Meat,167.96,OUT035,2004,Small,Tier 2,Supermarket Type1,590.37,3.2
FD1664,18.361,low fat,0.07694,Snack Foods,125.63,OUT019,1985,Small,Tier 1,Grocery Store,277.41,3.6
DR1570,16.431,reg,0.14312,Seafood,259.12,OUT019,1985,Small,Tier 1,Grocery Store,731.1,1.1
NC3924,17.83,Non-Edible,0.085661,Baking Goods,31.33,OUT017,2007,,Tier 2,Supermarket Type1,146.36,4.4
DR1856,20.506,low fat,0.025499,Health and Hygiene,46.62,OUT017,2007,,Tier 2,Supermarket Type1,473.28,4.9
FD6460,18.189,Regular,0.0,Frozen Foods,215.48,OUT013,1987,High,Tier 3,Supermarket Type1,454.86,4.7
DR5431,8.892,reg,0.18381,Canned,65.53,OUT013,1987,High,Tier 3,Supermarket Type1,360.59,4.6
DR6947,16.44,LF,0.09156,Fruits and Vegetables,266.19,OUT019,1985,Small,Tier 1,Grocery Store,325.98,4.7
NC8281,16.234,Non-Edible,0.08553,Fruits and Vegetables,182.37,OUT013,1987,High,Tier 3,Supermarket Type1,1399.22,4.1
NC5726,7.019,Non-Edible,0.05146,Breakfast,110.55,OUT027,1985,Medium,Tier 3,Supermarket Type3,1394.05,4.2
FD9536,,Low Fat,0.167615,Baking Goods,75.02,OUT049,1999,Medium,Tier 1,Supermarket Type1,511.69,4.2
DR2775,13.3,reg,0.048545,Frozen Foods,134.56,OUT010,1998,Small,Tier 3,Grocery Store,285.75,2.8
NC1033,7.158,Non-Edible,0.157933,Meat,63.53,OUT049,1999,Medium,Tier 1,Supermarket Type1,481.42,3.9
NC3881,9.142,Non-Edible,0.171352,Household,212.27,OUT046,1997,Small,Tier 1,Supermarket Type1,470.78,2.5
FD8395,17.331,Regular,0.0,Baking Goods,234.94,OUT045,2002,,Tier 2,Supermarket Type1,1077.56,3.0
NC4041,15.727,Non-Edible,0.186652,Starchy Foods,114.82,OUT010,1998,Small,Tier 3,Grocery Store,157.71,3.8
DR4844,17.79,LF,0.116708,Baking Goods,253.92,OUT019,1985,Small,Tier 1,Grocery Store,325.84,4.4
FD7881,20.051,Regular,0.0,Health and Hygiene,95.92,OUT027,1985,Medium,Tier 3,Supermarket Type3,2335.31,4.2
DR2838,9.945,low fat,0.158831,Breads,208.12,OUT035,2004,Small,Tier 2,Supermarket Type1,1476.15,4.6
DR1611,8.235,Regular,0.166291,Baking Goods,170.15,OUT010,1998,Small,Tier 3,Grocery Store,472.13,3.7
DR7697,6.573,LF,0.109281,Meat,51.49,OUT018,2009,Medium,Tier 3,Supermarket Type2,467.94,3.9
DR9841,11.799,Low Fat,0.187053,Household,214.02,OUT010,1998,Small,Tier 3,Grocery Store,212.33,3.8
FD9484,18.345,Regular,0.102888,Seafood,69.35,OUT045,2002,,Tier 2,Supermarket Type1,404.17,4.2
DR8276,14.25,reg,0.163052,Breakfast,68.5,OUT027,1985,Medium,Tier 3,Supermarket Type3,115.51,3.0
FD6633,7.774,low fat,0.015843,Snack Foods,224.17,OUT013,1987,High,Tier 3,Supermarket Type1,2352.27,4.2
DR9031,9.75,low fat,0.0,Hard Drinks,206.44,OUT027,1985,Medium,Tier 3,Supermarket Type3,4040.42,4.4
DR2090,20.22,Low Fat,0.139234,Fruits and Vegetables,77.95,OUT046,1997,Small,Tier 1,Supermarket Type1,961.62,4.5
NC9125,5.543,Non-Edible,0.186777,Hard Drinks,108.1,OUT010,1998,Small,Tier 3,Grocery Store,295.67,3.3
DR2321,16.698,low fat,0.166185,Starchy Foods,148.5,OUT046,1997,Small,Tier 1,Supermarket Type1,1617.7,4.3
FD7454,9.147,reg,0.0,Meat,206.4,OUT019,1985,Small,Tier 1,Grocery Store,601.85,4.8
NC3090,6.777,Non-Edible,0.087112,Household,137.52,OUT017,2007,,Tier 2,Supermarket Type1,2053.74,4.0
NC3876,16.037,Non-Edible,0.17784,Starchy Foods,198.01,OUT046,1997,Small,Tier 1,Supermarket Type1,2553.56,4.4
DR1827,18.526,LF,0.080126,Household,52.97,OUT010,1998,Small,Tier 3,Grocery Store,70.85,3.9
FD4925,11.664,low fat,0.121277,Canned,169.57,OUT010,1998,Small,Tier 3,Grocery Store,183.97,4.0
FD3510,11.41,Regular,0.170846,Dairy,230.68,OUT027,1985,Medium,Tier 3,Supermarket Type3,2231.96,4.9
FD6061,17.886,Low Fat,0.177416,Meat,161.04,OUT035,2004,Small,Tier 2,Supermarket Type1,2683.86,4.1
NC3092,9.868,Non-Edible,0.059698,Baking Goods,240.67,OUT027,1985,Medium,Tier 3,Supermarket Type3,732.62,3.6
DR3975,16.644,Low Fat,0.139166,Hard Drinks,131.25,OUT010,1998,Small,Tier 3,Grocery Store,470.44,1.2
NC7067,11.177,Non-Edible,0.082434,Soft Drinks,121.89,OUT045,2002,,Tier 2,Supermarket Type1,281.01,4.4
NC4250,11.872,Non-Edible,0.0,Fruits and Vegetables,145.59,OUT045,2002,,Tier 2,Supermarket Type1,1628.26,4.2
NC2988,13.857,Non-Edible,0.073952,Hard Drinks,152.7,OUT013,1987,High,Tier 3,Supermarket Type1,954.84,5.0
NC1948,13.226,Non-Edible,0.161812,Household,265.62,OUT013,1987,High,Tier 3,Supermarket Type1,3718.07,3.7
NC6465,12.04,Non-Edible,0.110424,Fruits and Vegetables,210.12,OUT019,1985,Small,Tier 1,Grocery Store,567.45,3.3
NC9433,20.548,Non-Edible,0.062468,Household,127.72,OUT027,1985,Medium,Tier 3,Supermarket Type3,1980.61,3.7
NC7533,15.512,Non-Edible,0.047275,Dairy,200.02,OUT017,2007,,Tier 2,Supermarket Type1,601.48,4.9
NC6498,13.701,Non-Edible,0.174913,Hard Drinks,42.09,OUT017,2007,,Tier 2,Supermarket Type1,760.92,3.0
DR9819,5.324,reg,0.072251,Canned,226.4,OUT045,2002,,Tier 2,Supermarket Type1,3681.9,3.5
FD6586,,low fat,0.125301,Snack Foods,85.5,OUT017,2007,,Tier 2,Supermarket Type1,426.37,2.5
FD2956,20.343,reg,0.032422,Frozen Foods,68.66,OUT010,1998,Small,Tier 3,Grocery Store,143.3,3.2
NC8740,7.89,Non-Edible,0.021044,Frozen Foods,176.74,OUT019,1985,Small,Tier 1,Grocery Store,162.45,4.5
DR8092,16.741,Regular,0.157717,Meat,218.57,OUT018,2009,Medium,Tier 3,Supermarket Type2,1222.54,1.7
FD7111,5.729,LF,0.094868,Canned,153.67,OUT046,1997,Small,Tier 1,Supermarket Type1,1393.37,4.5
DR3987,,Regular,0.187734,Breads,99.11,OUT027,1985,Medium,Tier 3,Supermarket Type3,777.45,4.7
FD2828,19.682,reg,0.031963,Snack Foods,211.19,OUT018,2009,Medium,Tier 3,Supermarket Type2,544.72,4.3
FD3152,19.794,low fat,0.065722,Frozen Foods,42.85,OUT046,1997,Small,Tier 1,Supermarket Type1,163.17,3.5
FD9084,,LF,0.017383,Seafood,43.56,OUT010,1998,Small,Tier 3,Grocery Store,76.08,4.7
NC9258,15.789,Non-Edible,0.109467,Seafood,230.85,OUT049,1999,Medium,Tier 1,Supermarket Type1,2767.76,4.5
NC7286,8.541,Non-Edible,0.17946,Breads,224.07,OUT018,2009,Medium,Tier 3,Supermarket Type2,872.57,4.9
FD1664,18.361,low fat,0.172085,Snack Foods,125.63,OUT049,1999,Medium,Tier 1,Supermarket Type1,1065.43,4.1
DR7413,20.444,low fat,0.134778,Fruits and Vegetables,179.56,OUT017,2007,,Tier 2,Supermarket Type1,1837.09,4.3
NC3253,6.622,Non-Edible,0.048881,Baking Goods,233.38,OUT027,1985,Medium,Tier 3,Supermarket Type3,417.08,4.7
FD7376,10.162,Low Fat,0.122075,Canned,242.41,OUT027,1985,Medium,Tier 3,Supermarket Type3,2546.53,1.4
NC4935,9.272,Non-Edible,0.0,Breakfast,139.99,OUT013,1987,High,Tier 3,Supermarket Type1,292.75,4.6
FD5471,13.149,reg,0.034953,Frozen Foods,161.69,OUT035,2004,Small,Tier 2,Supermarket Type1,173.89,4.5
NC2899,8.609,Non-Edible,0.178478,Hard Drinks,155.26,OUT046,1997,Small,Tier 1,Supermarket Type1,338.37,3.1
NC8227,14.174,Non-Edible,0.017638,Baking Goods,94.78,OUT017,2007,,Tier 2,Supermarket Type1,1025.49,4.0
NC7192,15.263,Non-Edible,0.152885,Fruits and Vegetables,182.9,OUT017,2007,,Tier 2,Supermarket Type1,480.11,3.8
DR7021,5.568,reg,0.107851,Frozen Foods,189.84,OUT045,2002,,Tier 2,Supermarket Type1,3398.77,3.1
FD8193,18.1,reg,0.0,Household,177.07,OUT045,2002,,Tier 2,Supermarket Type1,333.75,4.5
NC6568,9.255,Non-Edible,0.098507,Starchy Foods,248.64,OUT027,1985,Medium,Tier 3,Supermarket Type3,6501.52,4.2
DR8638,14.57,low fat,0.070086,Household,163.72,OUT035,2004,Small,Tier 2,Supermarket Type1,418.27,3.3
NC8065,8.96,Non-Edible,0.093343,Soft Drinks,40.34,OUT027,1985,Medium,Tier 3,Supermarket Type3,129.65,4.5
NC7380,18.593,Non-Edible,0.138474,Health and Hygiene,82.48,OUT018,2009,Medium,Tier 3,Supermarket Type2,1128.62,4.5
FD4271,21.314,Low Fat,0.107411,Breads,61.68,OUT049,1999,Medium,Tier 1,Supermarket Type1,432.9,4.4
NC6478,9.675,Non-Edible,0.187338,Health and Hygiene,145.49,OUT010,1998,Small,Tier 3,Grocery Store,519.96,4.7
NC6926,17.642,Non-Edible,0.013113,Health and Hygiene,97.33,OUT019,1985,Small,Tier 1,Grocery Store,83.63,4.2
FD6714,5.866,Low Fat,0.065472,Soft Drinks,121.7,OUT046,1997,Small,Tier 1,Supermarket Type1,834.62,4.1
DR8098,12.202,low fat,0.15135,Household,168.67,OUT035,2004,Small,Tier 2,Supermarket Type1,676.88,2.0
DR4663,15.88,reg,0.016498,Hard Drinks,148.21,OUT049,1999,Medium,Tier 1,Supermarket Type1,1092.55,3.2
NC2669,18.714,Non-Edible,0.03477,Seafood,128.93,OUT018,2009,Medium,Tier 3,Supermarket Type2,742.8,4.5
NC9735,10.227,Non-Edible,0.096409,Hard Drinks,233.39,OUT045,2002,,Tier 2,Supermarket Type1,2640.58,4.8
FD6358,13.006,reg,0.122318,Fruits and Vegetables,130.71,OUT018,2009,Medium,Tier 3,Supermarket Type2,406.52,4.5
FD7497,14.762,LF,0.069353,Household,124.84,OUT049,1999,Medium,Tier 1,Supermarket Type1,688.58,3.4
